Serial Number,Date and Time,State,Description,Project
16A0070367,04/22/2024 16:07,Pass,BCP21,ICT1
16A0070368,04/22/2024 16:08,Pass,BCP21,ICT4
16A0070369,04/22/2024 16:09,Pass,BCP21,ICT2
16A0070370,04/22/2024 16:10,Pass,BCP21,ICT1
16A0070371,04/22/2024 16:10,Pass,BCP21,ICT3
16A0070372,04/22/2024 16:11,Fail,BCP21,ICT4
16A0070373,04/22/2024 16:12,Fail,BCP21,ICT4
16A0070374,04/22/2024 16:13,Pass,BCP21,ICT1
16A0070375,04/22/2024 16:14,Pass,BCP21,ICT4
16A0070376,04/22/2024 16:15,Fail,BCP21,ICT3
16A0070377,04/22/2024 16:15,Pass,BCP21,ICT1
16A0070378,04/22/2024 16:16,Fail,BCP21,ICT2
16A0070379,04/22/2024 16:17,Fail,BCP21,ICT1
16A0070380,04/22/2024 16:18,Pass,BCP21,ICT3
16A0070381,04/22/2024 16:19,Fail,BCP21,ICT1
16A0070382,04/22/2024 16:20,Fail,BCP21,ICT2
16A0070383,04/22/2024 16:20,Pass,BCP21,ICT4
16A0070384,04/22/2024 16:21,Pass,BCP21,ICT3
16A0070385,04/22/2024 16:22,Fail,BCP21,ICT3
16A0070386,04/22/2024 16:23,Pass,BCP21,ICT4
16A0070387,04/22/2024 16:24,Pass,BCP21,ICT2
16A0070388,04/22/2024 16:25,Fail,BCP21,ICT4
16A0070389,04/22/2024 16:25,Pass,BCP21,ICT3
16A0070390,04/22/2024 16:26,Pass,BCP21,ICT2
16A0070391,04/22/2024 16:27,Fail,BCP21,ICT1
16A0070392,04/22/2024 16:28,Fail,BCP21,ICT1
16A0070393,04/22/2024 16:29,Pass,BCP21,ICT2
16A0070394,04/22/2024 16:30,Pass,BCP21,ICT3
16A0070395,04/22/2024 16:30,Pass,BCP21,ICT1
16A0070396,04/22/2024 16:31,Fail,BCP21,ICT1
16A0070397,04/22/2024 16:32,Fail,BCP21,ICT4
16A0070398,04/22/2024 16:33,Pass,BCP21,ICT3
16A0070399,04/22/2024 16:34,Fail,BCP21,ICT1
16A0070400,04/22/2024 16:35,Pass,BCP21,ICT1
16A0070401,04/22/2024 16:35,Fail,BCP21,ICT1
16A0070402,04/22/2024 16:36,Fail,BCP21,ICT3
16A0070403,04/22/2024 16:37,Fail,BCP21,ICT4
16A0070404,04/22/2024 16:38,Pass,BCP21,ICT1
16A0070405,04/22/2024 16:39,Pass,BCP21,ICT2
16A0070406,04/22/2024 16:40,Fail,BCP21,ICT1
16A0070407,04/22/2024 16:40,Fail,BCP21,ICT3
16A0070408,04/22/2024 16:41,Fail,BCP21,ICT4
16A0070409,04/22/2024 16:42,Pass,BCP21,ICT3
16A0070410,04/22/2024 16:43,Pass,BCP21,ICT3
16A0070411,04/22/2024 16:44,Fail,BCP21,ICT2
16A0070412,04/22/2024 16:45,Pass,BCP21,ICT2
16A0070413,04/22/2024 16:45,Pass,BCP21,ICT3
16A0070414,04/22/2024 16:46,Fail,BCP21,ICT4
16A0070415,04/22/2024 16:47,Fail,BCP21,ICT1
16A0070416,04/22/2024 16:48,Pass,BCP21,ICT2
16A0070417,04/22/2024 16:49,Fail,BCP21,ICT1
16A0070418,04/22/2024 16:50,Pass,BCP21,ICT3
16A0070419,04/22/2024 16:50,Pass,BCP21,ICT1
16A0070420,04/22/2024 16:51,Fail,BCP21,ICT2
16A0070421,04/22/2024 16:52,Fail,BCP21,ICT3
16A0070422,04/22/2024 16:53,Fail,BCP21,ICT4
16A0070423,04/22/2024 16:54,Pass,BCP21,ICT2
16A0070424,04/22/2024 16:55,Pass,BCP21,ICT4
16A0070425,04/22/2024 16:55,Pass,BCP21,ICT3
16A0070426,04/22/2024 16:56,Fail,BCP21,ICT3
16A0070427,04/22/2024 16:57,Fail,BCP21,ICT2
16A0070428,04/22/2024 16:58,Fail,BCP21,ICT2
16A0070429,04/22/2024 16:59,Pass,BCP21,ICT4
16A0070430,04/22/2024 17:00,Pass,BCP21,ICT3
16A0070431,04/22/2024 17:00,Pass,BCP21,ICT4
16A0070432,04/22/2024 17:01,Pass,BCP21,ICT3
16A0070433,04/22/2024 17:02,Fail,BCP21,ICT3
16A0070434,04/22/2024 17:03,Pass,BCP21,ICT4
16A0070435,04/22/2024 17:04,Fail,BCP21,ICT4
16A0070436,04/22/2024 17:05,Pass,BCP21,ICT1
16A0070437,04/22/2024 17:05,Fail,BCP21,ICT2
16A0070438,04/22/2024 17:06,Pass,BCP21,ICT3
16A0070439,04/22/2024 17:07,Pass,BCP21,ICT3
16A0070440,04/22/2024 17:08,Fail,BCP21,ICT3
16A0070441,04/22/2024 17:09,Fail,BCP21,ICT4
16A0070442,04/22/2024 17:10,Fail,BCP21,ICT3
16A0070443,04/22/2024 17:10,Fail,BCP21,ICT3
16A0070444,04/22/2024 17:11,Pass,BCP21,ICT4
16A0070445,04/22/2024 17:12,Pass,BCP21,ICT4
16A0070446,04/22/2024 17:13,Fail,BCP21,ICT2
16A0070447,04/22/2024 17:14,Pass,BCP21,ICT3
16A0070448,04/22/2024 17:15,Fail,BCP21,ICT4
16A0070449,04/22/2024 17:15,Pass,BCP21,ICT2
16A0070450,04/22/2024 17:16,Fail,BCP21,ICT3
16A0070451,04/22/2024 17:17,Fail,BCP21,ICT2
16A0070452,04/22/2024 17:18,Fail,BCP21,ICT2
16A0070453,04/22/2024 17:19,Pass,BCP21,ICT3
16A0070454,04/22/2024 17:20,Fail,BCP21,ICT3
16A0070455,04/22/2024 17:20,Fail,BCP21,ICT4
16A0070456,04/22/2024 17:21,Pass,BCP21,ICT2
16A0070457,04/22/2024 17:22,Pass,BCP21,ICT1
16A0070458,04/22/2024 17:23,Pass,BCP21,ICT2
16A0070459,04/22/2024 17:24,Pass,BCP21,ICT4
16A0070460,04/22/2024 17:25,Fail,BCP21,ICT4
16A0070461,04/22/2024 17:25,Pass,BCP21,ICT4
16A0070462,04/22/2024 17:26,Fail,BCP21,ICT3
16A0070463,04/22/2024 17:27,Fail,BCP21,ICT1
16A0070464,04/22/2024 17:28,Fail,BCP21,ICT2
16A0070465,04/22/2024 17:29,Pass,BCP21,ICT1
16A0070466,04/22/2024 17:30,Fail,BCP21,ICT1
16A0070467,04/22/2024 17:30,Fail,BCP21,ICT1
16A0070468,04/22/2024 17:31,Pass,BCP21,ICT4
16A0070469,04/22/2024 17:32,Fail,BCP21,ICT2
16A0070470,04/22/2024 17:33,Fail,BCP21,ICT4
16A0070471,04/22/2024 17:34,Fail,BCP21,ICT4
16A0070472,04/22/2024 17:35,Fail,BCP21,ICT3
16A0070473,04/22/2024 17:35,Fail,BCP21,ICT1
16A0070474,04/22/2024 17:36,Fail,BCP21,ICT1
16A0070475,04/22/2024 17:37,Fail,BCP21,ICT4
16A0070476,04/22/2024 17:38,Pass,BCP21,ICT2
16A0070477,04/22/2024 17:39,Fail,BCP21,ICT2
16A0070478,04/22/2024 17:40,Fail,BCP21,ICT1
16A0070479,04/22/2024 17:40,Pass,BCP21,ICT2
16A0070480,04/22/2024 17:41,Fail,BCP21,ICT3
16A0070481,04/22/2024 17:42,Pass,BCP21,ICT4
16A0070482,04/22/2024 17:43,Pass,BCP21,ICT1
16A0070483,04/22/2024 17:44,Pass,BCP21,ICT3
16A0070484,04/22/2024 17:45,Fail,BCP21,ICT1
16A0070485,04/22/2024 17:45,Pass,BCP21,ICT3
16A0070486,04/22/2024 17:46,Pass,BCP21,ICT1
16A0070487,04/22/2024 17:47,Pass,BCP21,ICT4
16A0070488,04/22/2024 17:48,Pass,BCP21,ICT4
16A0070489,04/22/2024 17:49,Pass,BCP21,ICT4
16A0070490,04/22/2024 17:50,Pass,BCP21,ICT2
16A0070491,04/22/2024 17:50,Pass,BCP21,ICT4
16A0070492,04/22/2024 17:51,Fail,BCP21,ICT2
16A0070493,04/22/2024 17:52,Fail,BCP21,ICT3
16A0070494,04/22/2024 17:53,Pass,BCP21,ICT3
16A0070495,04/22/2024 17:54,Fail,BCP21,ICT2
16A0070496,04/22/2024 17:55,Fail,BCP21,ICT4
16A0070497,04/22/2024 17:55,Fail,BCP21,ICT4
16A0070498,04/22/2024 17:56,Pass,BCP21,ICT1
16A0070499,04/22/2024 17:57,Fail,BCP21,ICT4
16A0070500,04/22/2024 17:58,Fail,BCP21,ICT1
16A0070501,04/22/2024 17:59,Pass,BCP21,ICT2
16A0070502,04/22/2024 18:00,Fail,BCP21,ICT2
16A0070503,04/22/2024 18:00,Fail,BCP21,ICT4
16A0070504,04/22/2024 18:01,Fail,BCP21,ICT2
16A0070505,04/22/2024 18:02,Fail,BCP21,ICT1
16A0070506,04/22/2024 18:03,Pass,BCP21,ICT4
16A0070507,04/22/2024 18:04,Pass,BCP21,ICT1
16A0070508,04/22/2024 18:05,Fail,BCP21,ICT4
16A0070509,04/22/2024 18:05,Pass,BCP21,ICT1
16A0070510,04/22/2024 18:06,Pass,BCP21,ICT4
16A0070511,04/22/2024 18:07,Pass,BCP21,ICT3
16A0070512,04/22/2024 18:08,Fail,BCP21,ICT4
16A0070513,04/22/2024 18:09,Pass,BCP21,ICT1
16A0070514,04/22/2024 18:10,Fail,BCP21,ICT3
16A0070515,04/22/2024 18:10,Fail,BCP21,ICT1
16A0070516,04/22/2024 18:11,Fail,BCP21,ICT3
16A0070517,04/22/2024 18:12,Fail,BCP21,ICT4
16A0070518,04/22/2024 18:13,Fail,BCP21,ICT4
16A0070519,04/22/2024 18:14,Pass,BCP21,ICT4
16A0070520,04/22/2024 18:15,Fail,BCP21,ICT3
16A0070521,04/22/2024 18:15,Pass,BCP21,ICT4
16A0070522,04/22/2024 18:16,Pass,BCP21,ICT2
16A0070523,04/22/2024 18:17,Fail,BCP21,ICT3
16A0070524,04/22/2024 18:18,Pass,BCP21,ICT3
16A0070525,04/22/2024 18:19,Pass,BCP21,ICT3
16A0070526,04/22/2024 18:20,Fail,BCP21,ICT3
16A0070527,04/22/2024 18:20,Pass,BCP21,ICT1
16A0070528,04/22/2024 18:21,Pass,BCP21,ICT4
16A0070529,04/22/2024 18:22,Pass,BCP21,ICT4
16A0070530,04/22/2024 18:23,Pass,BCP21,ICT1
16A0070531,04/22/2024 18:24,Pass,BCP21,ICT3
16A0070532,04/22/2024 18:25,Pass,BCP21,ICT4
16A0070533,04/22/2024 18:25,Pass,BCP21,ICT2
16A0070534,04/22/2024 18:26,Pass,BCP21,ICT1
16A0070535,04/22/2024 18:27,Pass,BCP21,ICT3
16A0070536,04/22/2024 18:28,Fail,BCP21,ICT2
16A0070537,04/22/2024 18:29,Fail,BCP21,ICT4
16A0070538,04/22/2024 18:30,Pass,BCP21,ICT1
16A0070539,04/22/2024 18:30,Fail,BCP21,ICT3
16A0070540,04/22/2024 18:31,Fail,BCP21,ICT3
16A0070541,04/22/2024 18:32,Pass,BCP21,ICT3
16A0070542,04/22/2024 18:33,Pass,BCP21,ICT2
16A0070543,04/22/2024 18:34,Pass,BCP21,ICT2
16A0070544,04/22/2024 18:35,Fail,BCP21,ICT4
16A0070545,04/22/2024 18:35,Fail,BCP21,ICT2
16A0070546,04/22/2024 18:36,Pass,BCP21,ICT4
16A0070547,04/22/2024 18:37,Fail,BCP21,ICT1
16A0070548,04/22/2024 18:38,Fail,BCP21,ICT1
16A0070549,04/22/2024 18:39,Fail,BCP21,ICT4
16A0070550,04/22/2024 18:40,Pass,BCP21,ICT4
16A0070551,04/22/2024 18:40,Fail,BCP21,ICT3
16A0070552,04/22/2024 18:41,Fail,BCP21,ICT2
16A0070553,04/22/2024 18:42,Fail,BCP21,ICT1
16A0070554,04/22/2024 18:43,Fail,BCP21,ICT4
16A0070555,04/22/2024 18:44,Pass,BCP21,ICT3
16A0070556,04/22/2024 18:45,Pass,BCP21,ICT2
16A0070557,04/22/2024 18:45,Fail,BCP21,ICT4
16A0070558,04/22/2024 18:46,Fail,BCP21,ICT3
16A0070559,04/22/2024 18:47,Fail,BCP21,ICT2
16A0070560,04/22/2024 18:48,Pass,BCP21,ICT3
16A0070561,04/22/2024 18:49,Fail,BCP21,ICT3
16A0070562,04/22/2024 18:50,Fail,BCP21,ICT2
16A0070563,04/22/2024 18:50,Pass,BCP21,ICT4
16A0070564,04/22/2024 18:51,Fail,BCP21,ICT3
16A0070565,04/22/2024 18:52,Pass,BCP21,ICT1
16A0070566,04/22/2024 18:53,Pass,BCP21,ICT3
16A0070567,04/22/2024 18:54,Pass,BCP21,ICT1
16A0070568,04/22/2024 18:55,Pass,BCP21,ICT2
16A0070569,04/22/2024 18:55,Fail,BCP21,ICT3
16A0070570,04/22/2024 18:56,Pass,BCP21,ICT1
16A0070571,04/22/2024 18:57,Fail,BCP21,ICT2
16A0070572,04/22/2024 18:58,Fail,BCP21,ICT3
16A0070573,04/22/2024 18:59,Pass,BCP21,ICT3
16A0070574,04/22/2024 19:00,Pass,BCP21,ICT1
16A0070575,04/22/2024 19:00,Fail,BCP21,ICT4
16A0070576,04/22/2024 19:01,Fail,BCP21,ICT3
16A0070577,04/22/2024 19:02,Fail,BCP21,ICT4
16A0070578,04/22/2024 19:03,Pass,BCP21,ICT4
16A0070579,04/22/2024 19:04,Pass,BCP21,ICT2
16A0070580,04/22/2024 19:05,Pass,BCP21,ICT4
16A0070581,04/22/2024 19:05,Pass,BCP21,ICT4
16A0070582,04/22/2024 19:06,Pass,BCP21,ICT2
16A0070583,04/22/2024 19:07,Pass,BCP21,ICT4
16A0070584,04/22/2024 19:08,Fail,BCP21,ICT1
16A0070585,04/22/2024 19:09,Pass,BCP21,ICT1
16A0070586,04/22/2024 19:10,Pass,BCP21,ICT3
16A0070587,04/22/2024 19:10,Fail,BCP21,ICT2
16A0070588,04/22/2024 19:11,Fail,BCP21,ICT4
16A0070589,04/22/2024 19:12,Pass,BCP21,ICT2
16A0070590,04/22/2024 19:13,Pass,BCP21,ICT2
16A0070591,04/22/2024 19:14,Pass,BCP21,ICT3
16A0070592,04/22/2024 19:15,Fail,BCP21,ICT3
16A0070593,04/22/2024 19:15,Pass,BCP21,ICT1
16A0070594,04/22/2024 19:16,Fail,BCP21,ICT4
16A0070595,04/22/2024 19:17,Pass,BCP21,ICT3
16A0070596,04/22/2024 19:18,Fail,BCP21,ICT2
16A0070597,04/22/2024 19:19,Pass,BCP21,ICT4
16A0070598,04/22/2024 19:20,Fail,BCP21,ICT2
16A0070599,04/22/2024 19:20,Fail,BCP21,ICT2
16A0070600,04/22/2024 19:21,Fail,BCP21,ICT4
16A0070601,04/22/2024 19:22,Pass,BCP21,ICT4
16A0070602,04/22/2024 19:23,Pass,BCP21,ICT1
16A0070603,04/22/2024 19:24,Pass,BCP21,ICT2
16A0070604,04/22/2024 19:25,Pass,BCP21,ICT2
16A0070605,04/22/2024 19:25,Pass,BCP21,ICT2
16A0070606,04/22/2024 19:26,Fail,BCP21,ICT4
16A0070607,04/22/2024 19:27,Fail,BCP21,ICT4
16A0070608,04/22/2024 19:28,Fail,BCP21,ICT2
16A0070609,04/22/2024 19:29,Pass,BCP21,ICT2
16A0070610,04/22/2024 19:30,Fail,BCP21,ICT2
16A0070611,04/22/2024 19:30,Fail,BCP21,ICT2
16A0070612,04/22/2024 19:31,Pass,BCP21,ICT1
16A0070613,04/22/2024 19:32,Fail,BCP21,ICT2
16A0070614,04/22/2024 19:33,Fail,BCP21,ICT2
16A0070615,04/22/2024 19:34,Pass,BCP21,ICT1
16A0070616,04/22/2024 19:35,Pass,BCP21,ICT3
16A0070617,04/22/2024 19:35,Pass,BCP21,ICT3
16A0070618,04/22/2024 19:36,Fail,BCP21,ICT3
16A0070619,04/22/2024 19:37,Pass,BCP21,ICT1
16A0070620,04/22/2024 19:38,Pass,BCP21,ICT4
16A0070621,04/22/2024 19:39,Fail,BCP21,ICT1
16A0070622,04/22/2024 19:40,Fail,BCP21,ICT2
16A0070623,04/22/2024 19:40,Fail,BCP21,ICT1
16A0070624,04/22/2024 19:41,Fail,BCP21,ICT3
16A0070625,04/22/2024 19:42,Pass,BCP21,ICT4
16A0070626,04/22/2024 19:43,Fail,BCP21,ICT4
16A0070627,04/22/2024 19:44,Pass,BCP21,ICT4
16A0070628,04/22/2024 19:45,Pass,BCP21,ICT4
16A0070629,04/22/2024 19:45,Pass,BCP21,ICT3
16A0070630,04/22/2024 19:46,Fail,BCP21,ICT2
16A0070631,04/22/2024 19:47,Pass,BCP21,ICT4
16A0070632,04/22/2024 19:48,Fail,BCP21,ICT3
16A0070633,04/22/2024 19:49,Fail,BCP21,ICT4
16A0070634,04/22/2024 19:50,Pass,BCP21,ICT2
16A0070635,04/22/2024 19:50,Fail,BCP21,ICT3
16A0070636,04/22/2024 19:51,Pass,BCP21,ICT4
16A0070637,04/22/2024 19:52,Pass,BCP21,ICT3
16A0070638,04/22/2024 19:53,Pass,BCP21,ICT4
16A0070639,04/22/2024 19:54,Pass,BCP21,ICT1
16A0070640,04/22/2024 19:55,Pass,BCP21,ICT2
16A0070641,04/22/2024 19:55,Fail,BCP21,ICT4
16A0070642,04/22/2024 19:56,Fail,BCP21,ICT3
16A0070643,04/22/2024 19:57,Pass,BCP21,ICT1
16A0070644,04/22/2024 19:58,Fail,BCP21,ICT2
16A0070645,04/22/2024 19:59,Fail,BCP21,ICT1
16A0070646,04/22/2024 20:00,Pass,BCP21,ICT4
16A0070647,04/22/2024 20:00,Fail,BCP21,ICT3
16A0070648,04/22/2024 20:01,Pass,BCP21,ICT2
16A0070649,04/22/2024 20:02,Fail,BCP21,ICT3
16A0070650,04/22/2024 20:03,Fail,BCP21,ICT2
16A0070651,04/22/2024 20:04,Fail,BCP21,ICT2
16A0070652,04/22/2024 20:05,Pass,BCP21,ICT3
16A0070653,04/22/2024 20:05,Pass,BCP21,ICT4
16A0070654,04/22/2024 20:06,Fail,BCP21,ICT2
16A0070655,04/22/2024 20:07,Fail,BCP21,ICT1
16A0070656,04/22/2024 20:08,Pass,BCP21,ICT4
16A0070657,04/22/2024 20:09,Fail,BCP21,ICT3
16A0070658,04/22/2024 20:10,Pass,BCP21,ICT1
16A0070659,04/22/2024 20:10,Pass,BCP21,ICT2
16A0070660,04/22/2024 20:11,Fail,BCP21,ICT1
16A0070661,04/22/2024 20:12,Fail,BCP21,ICT2
16A0070662,04/22/2024 20:13,Fail,BCP21,ICT1
16A0070663,04/22/2024 20:14,Fail,BCP21,ICT3
16A0070664,04/22/2024 20:15,Fail,BCP21,ICT2
16A0070665,04/22/2024 20:15,Fail,BCP21,ICT1
16A0070666,04/22/2024 20:16,Pass,BCP21,ICT2
16A0070667,04/22/2024 20:17,Fail,BCP21,ICT3
16A0070668,04/22/2024 20:18,Pass,BCP21,ICT1
16A0070669,04/22/2024 20:19,Pass,BCP21,ICT1
16A0070670,04/22/2024 20:20,Fail,BCP21,ICT2
16A0070671,04/22/2024 20:20,Pass,BCP21,ICT1
16A0070672,04/22/2024 20:21,Fail,BCP21,ICT1
16A0070673,04/22/2024 20:22,Pass,BCP21,ICT3
16A0070674,04/22/2024 20:23,Pass,BCP21,ICT1
16A0070675,04/22/2024 20:24,Pass,BCP21,ICT3
16A0070676,04/22/2024 20:25,Fail,BCP21,ICT1
16A0070677,04/22/2024 20:25,Pass,BCP21,ICT1
16A0070678,04/22/2024 20:26,Pass,BCP21,ICT1
16A0070679,04/22/2024 20:27,Pass,BCP21,ICT2
16A0070680,04/22/2024 20:28,Pass,BCP21,ICT1
16A0070681,04/22/2024 20:29,Fail,BCP21,ICT3
16A0070682,04/22/2024 20:30,Fail,BCP21,ICT1
16A0070683,04/22/2024 20:30,Fail,BCP21,ICT2
16A0070684,04/22/2024 20:31,Pass,BCP21,ICT2
16A0070685,04/22/2024 20:32,Fail,BCP21,ICT4
16A0070686,04/22/2024 20:33,Pass,BCP21,ICT3
16A0070687,04/22/2024 20:34,Fail,BCP21,ICT4
16A0070688,04/22/2024 20:35,Pass,BCP21,ICT3
16A0070689,04/22/2024 20:35,Fail,BCP21,ICT2
16A0070690,04/22/2024 20:36,Pass,BCP21,ICT3
16A0070691,04/22/2024 20:37,Fail,BCP21,ICT4
16A0070692,04/22/2024 20:38,Pass,BCP21,ICT3
16A0070693,04/22/2024 20:39,Fail,BCP21,ICT2
16A0070694,04/22/2024 20:40,Pass,BCP21,ICT4
16A0070695,04/22/2024 20:40,Fail,BCP21,ICT4
16A0070696,04/22/2024 20:41,Pass,BCP21,ICT4
16A0070697,04/22/2024 20:42,Pass,BCP21,ICT3
16A0070698,04/22/2024 20:43,Pass,BCP21,ICT3
16A0070699,04/22/2024 20:44,Pass,BCP21,ICT1
16A0070700,04/22/2024 20:45,Fail,BCP21,ICT4
16A0070701,04/22/2024 20:45,Fail,BCP21,ICT2
16A0070702,04/22/2024 20:46,Pass,BCP21,ICT3
16A0070703,04/22/2024 20:47,Fail,BCP21,ICT4
16A0070704,04/22/2024 20:48,Fail,BCP21,ICT3
16A0070705,04/22/2024 20:49,Pass,BCP21,ICT1
16A0070706,04/22/2024 20:50,Pass,BCP21,ICT3
16A0070707,04/22/2024 20:50,Fail,BCP21,ICT1
16A0070708,04/22/2024 20:51,Pass,BCP21,ICT3
16A0070709,04/22/2024 20:52,Pass,BCP21,ICT4
16A0070710,04/22/2024 20:53,Pass,BCP21,ICT1
16A0070711,04/22/2024 20:54,Pass,BCP21,ICT4
16A0070712,04/22/2024 20:55,Fail,BCP21,ICT3
16A0070713,04/22/2024 20:55,Pass,BCP21,ICT4
16A0070714,04/22/2024 20:56,Fail,BCP21,ICT3
16A0070715,04/22/2024 20:57,Pass,BCP21,ICT4
16A0070716,04/22/2024 20:58,Fail,BCP21,ICT3
16A0070717,04/22/2024 20:59,Pass,BCP21,ICT1
16A0070718,04/22/2024 21:00,Pass,BCP21,ICT2
16A0070719,04/22/2024 21:00,Pass,BCP21,ICT1
16A0070720,04/22/2024 21:01,Fail,BCP21,ICT1
16A0070721,04/22/2024 21:02,Pass,BCP21,ICT3
16A0070722,04/22/2024 21:03,Pass,BCP21,ICT1
16A0070723,04/22/2024 21:04,Fail,BCP21,ICT2
16A0070724,04/22/2024 21:05,Pass,BCP21,ICT1
16A0070725,04/22/2024 21:05,Pass,BCP21,ICT4
16A0070726,04/22/2024 21:06,Fail,BCP21,ICT3
16A0070727,04/22/2024 21:07,Fail,BCP21,ICT2
16A0070728,04/22/2024 21:08,Fail,BCP21,ICT3
16A0070729,04/22/2024 21:09,Pass,BCP21,ICT2
16A0070730,04/22/2024 21:10,Fail,BCP21,ICT1
16A0070731,04/22/2024 21:10,Fail,BCP21,ICT2
16A0070732,04/22/2024 21:11,Pass,BCP21,ICT3
16A0070733,04/22/2024 21:12,Pass,BCP21,ICT1
16A0070734,04/22/2024 21:13,Pass,BCP21,ICT4
16A0070735,04/22/2024 21:14,Fail,BCP21,ICT1
16A0070736,04/22/2024 21:15,Pass,BCP21,ICT4
16A0070737,04/22/2024 21:15,Pass,BCP21,ICT3
16A0070738,04/22/2024 21:16,Fail,BCP21,ICT3
16A0070739,04/22/2024 21:17,Fail,BCP21,ICT2
16A0070740,04/22/2024 21:18,Pass,BCP21,ICT4
16A0070741,04/22/2024 21:19,Pass,BCP21,ICT3
16A0070742,04/22/2024 21:20,Pass,BCP21,ICT3
16A0070743,04/22/2024 21:20,Pass,BCP21,ICT4
16A0070744,04/22/2024 21:21,Fail,BCP21,ICT2
16A0070745,04/22/2024 21:22,Fail,BCP21,ICT4
16A0070746,04/22/2024 21:23,Pass,BCP21,ICT4
16A0070747,04/22/2024 21:24,Fail,BCP21,ICT4
16A0070748,04/22/2024 21:25,Fail,BCP21,ICT3
16A0070749,04/22/2024 21:25,Pass,BCP21,ICT1
16A0070750,04/22/2024 21:26,Fail,BCP21,ICT2
16A0070751,04/22/2024 21:27,Pass,BCP21,ICT1
16A0070752,04/22/2024 21:28,Pass,BCP21,ICT1
16A0070753,04/22/2024 21:29,Pass,BCP21,ICT4
16A0070754,04/22/2024 21:30,Pass,BCP21,ICT2
16A0070755,04/22/2024 21:30,Fail,BCP21,ICT1
16A0070756,04/22/2024 21:31,Fail,BCP21,ICT2
16A0070757,04/22/2024 21:32,Pass,BCP21,ICT2
16A0070758,04/22/2024 21:33,Pass,BCP21,ICT3
16A0070759,04/22/2024 21:34,Pass,BCP21,ICT1
16A0070760,04/22/2024 21:35,Fail,BCP21,ICT2
16A0070761,04/22/2024 21:35,Pass,BCP21,ICT2
16A0070762,04/22/2024 21:36,Pass,BCP21,ICT1
16A0070763,04/22/2024 21:37,Pass,BCP21,ICT4
16A0070764,04/22/2024 21:38,Pass,BCP21,ICT3
16A0070765,04/22/2024 21:39,Fail,BCP21,ICT3
16A0070766,04/22/2024 21:40,Pass,BCP21,ICT4
16A0070767,04/22/2024 21:40,Pass,BCP21,ICT2
16A0070768,04/22/2024 21:41,Pass,BCP21,ICT3
16A0070769,04/22/2024 21:42,Pass,BCP21,ICT1
16A0070770,04/22/2024 21:43,Pass,BCP21,ICT1
16A0070771,04/22/2024 21:44,Fail,BCP21,ICT3
16A0070772,04/22/2024 21:45,Fail,BCP21,ICT1
16A0070773,04/22/2024 21:45,Pass,BCP21,ICT4
16A0070774,04/22/2024 21:46,Pass,BCP21,ICT3
16A0070775,04/22/2024 21:47,Fail,BCP21,ICT2
16A0070776,04/22/2024 21:48,Fail,BCP21,ICT4
16A0070777,04/22/2024 21:49,Fail,BCP21,ICT2
16A0070778,04/22/2024 21:50,Pass,BCP21,ICT1
16A0070779,04/22/2024 21:50,Fail,BCP21,ICT1
16A0070780,04/22/2024 21:51,Fail,BCP21,ICT2
16A0070781,04/22/2024 21:52,Fail,BCP21,ICT2
16A0070782,04/22/2024 21:53,Pass,BCP21,ICT4
16A0070783,04/22/2024 21:54,Pass,BCP21,ICT2
16A0070784,04/22/2024 21:55,Fail,BCP21,ICT1
16A0070785,04/22/2024 21:55,Pass,BCP21,ICT2
16A0070786,04/22/2024 21:56,Fail,BCP21,ICT3
16A0070787,04/22/2024 21:57,Pass,BCP21,ICT2
16A0070788,04/22/2024 21:58,Fail,BCP21,ICT1
16A0070789,04/22/2024 21:59,Fail,BCP21,ICT2
16A0070790,04/22/2024 22:00,Fail,BCP21,ICT1
16A0070791,04/22/2024 22:00,Fail,BCP21,ICT3
16A0070792,04/22/2024 22:01,Fail,BCP21,ICT2
16A0070793,04/22/2024 22:02,Fail,BCP21,ICT2
16A0070794,04/22/2024 22:03,Pass,BCP21,ICT2
16A0070795,04/22/2024 22:04,Fail,BCP21,ICT3
16A0070796,04/22/2024 22:05,Fail,BCP21,ICT4
16A0070797,04/22/2024 22:05,Fail,BCP21,ICT3
16A0070798,04/22/2024 22:06,Pass,BCP21,ICT1
16A0070799,04/22/2024 22:07,Pass,BCP21,ICT4
16A0070800,04/22/2024 22:08,Pass,BCP21,ICT4
16A0070801,04/22/2024 22:09,Pass,BCP21,ICT4
16A0070802,04/22/2024 22:10,Pass,BCP21,ICT3
16A0070803,04/22/2024 22:10,Fail,BCP21,ICT1
16A0070804,04/22/2024 22:11,Fail,BCP21,ICT4
16A0070805,04/22/2024 22:12,Fail,BCP21,ICT4
16A0070806,04/22/2024 22:13,Fail,BCP21,ICT3
16A0070807,04/22/2024 22:14,Pass,BCP21,ICT1
16A0070808,04/22/2024 22:15,Fail,BCP21,ICT4
16A0070809,04/22/2024 22:15,Fail,BCP21,ICT3
16A0070810,04/22/2024 22:16,Pass,BCP21,ICT3
16A0070811,04/22/2024 22:17,Pass,BCP21,ICT3
16A0070812,04/22/2024 22:18,Pass,BCP21,ICT3
16A0070813,04/22/2024 22:19,Pass,BCP21,ICT2
16A0070814,04/22/2024 22:20,Fail,BCP21,ICT4
16A0070815,04/22/2024 22:20,Pass,BCP21,ICT4
16A0070816,04/22/2024 22:21,Fail,BCP21,ICT3
